date,name,category,value
2020-07-14,Nexo,Financial Service,110
2020-07-14,Advanced Internet Blocks,Proof of Work (PoW),109
2020-07-14,Bancor,Exchange,107
2020-07-14,Verge,Privacy,105
2020-07-14,Cryptonex,Proof of Work (PoW),92
2020-07-14,IOST,Uncategorized,92
2020-07-14,Aurora,Business Service,90
2020-07-14,Mixin,Social,89
2020-07-14,Quant,Software,89
2020-07-14,Status,Social,89
2020-07-14,iExec RLC,Computing,85
2020-07-14,Komodo,Proof of Work (PoW),79
2020-07-14,Steem,Social,77
2020-07-14,Centrality,Marketplace,70
2020-07-14,Horizen,Privacy,68
2020-07-14,WAX,Marketplace,68
2020-07-14,BitShares,Exchange,66
2020-07-14,MCO,Financial Service,65
2020-07-14,KuCoin Shares,Exchange,64
2020-07-14,HyperCash,Uncategorized,60
2020-07-14,Energi,Proof of Work (PoW),59
2020-07-14,Electroneum,Uncategorized,57
2020-07-14,Zcoin,Privacy,57
2020-07-14,Decentraland,Virtual Reality,57
2020-07-14,Stratis,Proof of Stake (PoS),57
2020-07-14,Golem,Computing,57
2020-07-14,Digitex Futures,Exchange,54
2020-07-14,aelf,Computing,54
2020-07-14,Ardor,Uncategorized,51
2020-07-14,TomoChain,Social,50
2020-07-14,Pundi X,Financial Service,50
2020-07-14,Aion,Uncategorized,49
2020-07-14,Nuls,Uncategorized,47
2020-07-14,Aeternity,Uncategorized,47
2020-07-14,WaykiChain,Proof of Stake (PoS),44
2020-07-14,Aragon,Uncategorized,44
2020-07-14,Bytecoin,Privacy,42
2020-07-14,MaidSafeCoin,Uncategorized,42
2020-07-14,Vitae,Social,42
2020-07-14,CyberVein,Uncategorized,42
2020-07-14,Ark,Uncategorized,41
2020-07-14,Power Ledger,Energy,39
2020-07-14,Elastos,Uncategorized,37
2020-07-14,Redd,Social,36
2020-07-14,GXChain,Storage,34
2020-07-14,Storj,Storage,33
2020-07-14,Nimiq,Proof of Work (PoW),33
2020-07-14,CasinoCoin,Gambling,31
2020-07-14,IoTeX,IoT,31
2020-07-14,Dragonchain,Uncategorized,31
2020-07-14,Gnosis,Prediction,30
2020-07-14,Waltonchain,IoT,30
2020-07-14,Cortex,AI,29
2020-07-14,Fusion,Uncategorized,29
2020-07-14,Wanchain,Financial Service,29
2020-07-14,Nectar,Exchange,27
2020-07-14,PRIZM,Proof of Stake (PoS),26
2020-07-14,Haven Protocol,Proof of Work (PoW),26
2020-07-14,Nebulas,Uncategorized,26
2020-07-14,Project Pai,Identity,25
2020-07-14,Stakenet,Proof of Stake (PoS),25
2020-07-14,PLATINCOIN,Business Service,25
2020-07-14,FunFair,Gaming,25
2020-07-14,RChain,Uncategorized,25
2020-07-14,PIVX,Privacy,25
2020-07-14,Polymath,Investing Tool,22
2020-07-14,CRYPTO20,Uncategorized,22
2020-07-14,Metal,Financial Service,21
2020-07-14,WhiteCoin,Uncategorized,21
2020-07-14,Hellenic Coin,Uncategorized,21
2020-07-14,Loom Network,Social,20
2020-07-14,Syscoin,Marketplace,19
2020-07-14,Civic,Identity,19
2020-07-14,Enigma,Marketplace,19
2020-07-14,Populous,Marketplace,18
2020-07-14,Gas,Uncategorized,18
2020-07-14,Aidos Kuneen,Proof of Work (PoW),18
2020-07-14,Ignis,Uncategorized,18
2020-07-14,Dynamic Trading Rights,Exchange,18
2020-07-14,Dent,Uncategorized,17
2020-07-14,Vertcoin,Proof of Work (PoW),17
2020-07-14,SingularityNET,Marketplace,16
2020-07-14,Everipedia,Education,16
2020-07-14,Mooncoin,Proof of Work (PoW),16
2020-07-14,Quantstamp,Uncategorized,16
2020-07-14,DeviantCoin,Computing,15
2020-07-14,QuarkChain,Computing,15
2020-07-14,Apollo Currency,Marketplace,14
2020-07-14,Loki,Communication,14
2020-07-14,Cindicator,Investing Tool,14
2020-07-14,Factom,Proof of Stake (PoS),14
2020-07-14,Groestlcoin,Proof of Work (PoW),14
2020-07-14,Nexus,Proof of Stake (PoS),13
2020-07-14,Raiden Network Token,Uncategorized,13
2020-07-14,QASH,Uncategorized,13
2020-07-14,Cred,Financial Service,13
2020-07-14,Kin,Uncategorized,12
2020-07-14,Unobtanium,Proof of Work (PoW),12
2020-07-14,GoChain,Software,12
2020-07-14,HYCON,Computing,11
2020-07-14,Spectre.ai Dividend Token,Investing Tool,11
2020-07-14,SaluS,Proof of Stake (PoS),11
2020-07-14,Telcoin,Uncategorized,11
2020-07-14,PeepCoin,Proof of Stake (PoS),11
2020-07-14,Einsteinium,Proof of Work (PoW),11
2020-07-14,Nxt,Proof of Stake (PoS),11
2020-07-14,Bluzelle,Storage,11
2020-07-14,Bread,Financial Service,11
2020-07-14,LBRY Credits,Proof of Work (PoW),10
2020-07-14,MicroBitcoin,Financial Service,10
2020-07-14,CyberMiles,Marketplace,10
2020-07-14,Skycoin,Uncategorized,10
2020-07-14,Electra,Proof of Work (PoW),10
2020-07-14,Dero,Proof of Work (PoW),9
2020-07-14,Neblio,Proof of Stake (PoS),9
2020-07-14,Capricoin+,Uncategorized,9
2020-07-14,Hifi Finance,Communication,9
2020-07-14,Bezant,Marketplace,9
2020-07-14,Time New Bank,Uncategorized,9
2020-07-14,Burst,Uncategorized,9
2020-07-14,Moeda Loyalty Points,Financial Service,9
2020-07-14,Metaverse ETP,Identity,9
2020-07-14,Blocknet,Proof of Stake (PoS),9
2020-07-14,NavCoin,Proof of Stake (PoS),9
2020-07-14,Bibox Token,Financial Service,9
2020-07-14,Santiment Network Token,Investing Tool,9
2020-07-14,TenX,Financial Service,9
2020-07-14,Veritaseum,Uncategorized,8
2020-07-14,DigixDAO,Uncategorized,8
2020-07-14,Propy,Real Estate,8
2020-07-14,ODEM,Education,8
2020-07-14,Gifto,Uncategorized,8
2020-07-14,Achain,Proof of Stake (PoS),8
2020-07-14,GameCredits,Gaming,7
2020-07-14,OST,Computing,7
2020-07-14,ALQO,Proof of Work (PoW),7
2020-07-14,Polis,Proof of Work (PoW),7
2020-07-14,Pillar,Uncategorized,7
2020-07-14,Po.et,Uncategorized,7
2020-07-14,Clams,Proof of Stake (PoS),7
2020-07-14,Credits,Financial Service,7
2020-07-14,Quark,Proof of Work (PoW),7
2020-07-14,Endor Protocol,Prediction,6
2020-07-14,Peercoin,Proof of Work (PoW),6
2020-07-14,Mithril,Gaming,6
2020-07-14,MOAC,Uncategorized,6
2020-07-14,Aeon,Privacy,6
2020-07-14,Namecoin,Proof of Work (PoW),6
2020-07-14,Particl,Marketplace,6
2020-07-14,Steem Dollars,Social,6
2020-07-14,Ruff,IoT,6
2020-07-14,Asch,Proof of Work (PoW),6
2020-07-14,BnkToTheFuture,Investing Tool,6
2020-07-14,Tokenomy,Crowdfunding,5
2020-07-14,SALT,Financial Service,5
2020-07-14,SmartMesh,Uncategorized,5
2020-07-14,Nasdacoin,Proof of Stake (PoS),5
2020-07-14,Wagerr,Gambling,5
2020-07-14,SIRIN LABS Token,Uncategorized,5
2020-07-14,Lightning Bitcoin,Proof of Work (PoW),5
2020-07-14,Revain,Uncategorized,5
2020-07-14,Genesis Vision,Uncategorized,5
2020-07-14,Ubiq,Proof of Work (PoW),5
2020-07-14,Viacoin,Proof of Work (PoW),5
2020-07-14,bitCNY,Stablecoin,4
2020-07-14,High Performance Blockchain,Software,4
2020-07-14,SmartCash,Proof of Stake (PoS),4
2020-07-14,XTRABYTES,Uncategorized,4
2020-07-14,FLO,Proof of Work (PoW),4
2020-07-14,Gulden,Proof of Work (PoW),4
2020-07-14,POA,Uncategorized,4
2020-07-14,ProximaX,Business Service,4
2020-07-14,BitTube,Entertainment,4
2020-07-14,ColossusXT,Proof of Stake (PoS),4
2020-07-14,Lykke,Exchange,4
2020-07-14,SONM,Computing,4
2020-07-14,Flash,Proof of Stake (PoS),3
2020-07-14,Ondori,Proof of Stake (PoS),3
2020-07-14,Matrix AI Network,AI,3
2020-07-14,Ixcoin,Proof of Work (PoW),3
2020-07-14,Phore,Privacy,3
2020-07-14,Bitcore,Uncategorized,3
2020-07-14,BOX Token,Uncategorized,3
2020-07-14,Dentacoin,Healthcare,3
2020-07-14,Odyssey,Abandoned,3
2020-07-14,PumaPay,Business Service,3
2020-07-14,Credo,Uncategorized,3
2020-07-14,Red Pulse Phoenix,Uncategorized,3
2020-07-14,Monero Classic,Proof of Work (PoW),3
2020-07-14,VINchain,Proof of Stake (PoS),3
2020-07-14,HTMLCOIN,Proof of Work (PoW),3
2020-07-14,NIX,Privacy,3
2020-07-14,Emercoin,Proof of Work (PoW),3
2020-07-14,OKCash,Proof of Stake (PoS),3
2020-07-14,MintCoin,Proof of Work (PoW),3
2020-07-14,Feathercoin,Proof of Work (PoW),2
2020-07-14,Litecoin Cash,Proof of Work (PoW),2
2020-07-14,Counterparty,Proof of Work (PoW),2
2020-07-14,Vipstar Coin,Charity,2
2020-07-14,Nucleus Vision,Uncategorized,2
2020-07-14,MIR COIN,Business Service,2
2020-07-14,ECC,Proof of Work (PoW),2
2020-07-14,Alias,Privacy,2
2020-07-14,DigitalNote,Privacy,2
2020-07-14,BlackCoin,Proof of Stake (PoS),2
2020-07-14,Infinitecoin,Proof of Work (PoW),2
2020-07-14,TokenPay,Proof of Stake (PoS),2
2020-07-14,Scry.info,Uncategorized,2
2020-07-14,Bitcoin Atom,Proof of Work (PoW),2
2020-07-14,Peerplays,Gambling,2
2020-07-14,Myriad,Proof of Work (PoW),2
2020-07-14,Credit Tag Chain,Financial Service,2
2020-07-14,Wowbit,Storage,2
2020-07-14,GridCoin,Proof of Work (PoW),2
2020-07-14,Radium,Identity,2
2020-07-14,Cryptaur,Uncategorized,2
2020-07-14,Stealth,Proof of Work (PoW),2
2020-07-14,Zipper,Privacy,2
2020-07-14,PotCoin,Cannabis,2
2020-07-14,ChatCoin,Social,2
2020-07-14,Teloscoin,Storage,2
2020-07-14,THEKEY,Identity,2
2020-07-14,Crown,Proof of Work (PoW),2
2020-07-14,NewYorkCoin,Proof of Work (PoW),1
2020-07-14,Sumokoin,Proof of Work (PoW),1
2020-07-14,Boolberry,Proof of Work (PoW),1
2020-07-14,VeriCoin,Proof of Work (PoW),1
2020-07-14,Callisto Network,Proof of Work (PoW),1
2020-07-14,ZClassic,Privacy,1
2020-07-14,Bean Cash,Proof of Work (PoW),1
2020-07-14,Curecoin,Proof of Work (PoW),1
2020-07-14,e-Gulden,Proof of Work (PoW),1
2020-07-14,X-Cash,Proof of Work (PoW),1
2020-07-14,I/O Coin,Proof of Stake (PoS),1
2020-07-14,Pandacoin,Proof of Work (PoW),1
2020-07-14,Smartlands Network,Uncategorized,1
2020-07-14,Terracoin,Proof of Work (PoW),1
2020-07-14,NuBits,Stablecoin,1
2020-07-14,Substratum,Computing,1
2020-07-14,Ambrosus,Uncategorized,1
2020-07-14,Denarius,Proof of Work (PoW),1
2020-07-14,Rubycoin,Proof of Stake (PoS),1
2020-07-14,Dynamic,Uncategorized,1
2020-07-14,Dinastycoin,Proof of Work (PoW),1
2020-07-14,GoldMint,Uncategorized,1
2020-07-14,Nexty,Financial Service,1
2020-07-14,42-coin,Proof of Work (PoW),1
2020-07-14,Global Cryptocurrency,Uncategorized,1
2020-07-14,Rise,Uncategorized,1
2020-07-14,Dimecoin,Proof of Work (PoW),1
2020-07-14,Turtlecoin,Proof of Work (PoW),1
2020-07-14,MonetaryUnit,Proof of Work (PoW),1
2020-07-14,ATC Coin,Uncategorized,1
2020-07-14,DeepOnion,Proof of Work (PoW),1
2020-07-14,PetroDollar,Proof of Work (PoW),1
2020-07-14,NoLimitCoin,Gaming,1
2020-07-14,SnowGem,Proof of Work (PoW),1
2020-07-14,Diamond,Proof of Work (PoW),1
2020-07-14,Espers,Proof of Stake (PoS),1
2020-07-14,Zero,Privacy,1
2020-07-14,CloakCoin,Proof of Stake (PoS),1
2020-07-14,MobileGo,Gaming,1
2020-07-14,Primecoin,Proof of Work (PoW),1
2020-07-14,Semux,Proof of Stake (PoS),1
2020-07-14,ToaCoin,Proof of Work (PoW),1
2020-07-14,Pigeoncoin,Uncategorized,1
2020-07-14,Omni,Uncategorized,1
2020-07-14,HEAT,Uncategorized,1
2020-07-14,Auroracoin,Proof of Work (PoW),1
2020-07-14,SolarCoin,Energy,1
2020-07-14,Pirl,Proof of Work (PoW),1
2020-07-14,EUNO,Proof of Work (PoW),1
2020-07-14,SHIELD,Proof of Work (PoW),1
2020-07-14,Ether Zero,Proof of Work (PoW),1
2020-07-14,BOScoin,Proof of Stake (PoS),1
2020-07-14,Beetle Coin,Proof of Work (PoW),1
2020-07-14,BitcoinZ,Privacy,1
2020-07-14,CannabisCoin,Cannabis,1
2020-07-14,BitNewChain,Software,1
2020-07-14,LUXCoin,Proof of Work (PoW),1
2020-07-14,PinkCoin,Charity,1
2020-07-14,Solaris,Proof of Work (PoW),1
2020-07-14,SmileyCoin,Proof of Work (PoW),1
2020-07-14,BioCoin,Abandoned,1
2020-07-14,Hush,Privacy,1
2020-07-14,Karbo,Exchange,1
2020-07-14,Expanse,Proof of Work (PoW),1
2020-07-14,CrypticCoin,Privacy,1
2020-07-14,GlobalBoost-Y,Proof of Work (PoW),1
2020-07-14,Bitcoin Plus,Proof of Stake (PoS),1
2020-07-15,Bitcoin,Proof of Work (PoW),169000
2020-07-15,Ethereum,Proof of Work (PoW),26650
2020-07-15,Tether,Stablecoin,9183
2020-07-15,XRP,Financial Service,8724
2020-07-15,Bitcoin Cash,Proof of Work (PoW),4196
2020-07-15,Cardano,Uncategorized,3380
2020-07-15,Chainlink,Uncategorized,3025
2020-07-15,Litecoin,Proof of Work (PoW),2815
2020-07-15,Binance Coin,Exchange,2736
2020-07-15,EOS,Uncategorized,2367
2020-07-15,Tezos,Uncategorized,2356
2020-07-15,Stellar,Uncategorized,1921
2020-07-15,Monero,Privacy,1245
2020-07-15,TRON,Entertainment,1171
2020-07-15,USD Coin,Stablecoin,1102
2020-07-15,VeChain,Uncategorized,1053
2020-07-15,Huobi Token,Exchange,911
2020-07-15,NEO,Proof of Stake (PoS),775
2020-07-15,Ethereum Classic,Proof of Work (PoW),723
2020-07-15,Dash,Proof of Work (PoW),682
2020-07-15,IOTA,IoT,681
2020-07-15,Zcash,Privacy,588
2020-07-15,Ontology,Computing,506
2020-07-15,Maker,Uncategorized,460
2020-07-15,NEM,Uncategorized,412
2020-07-15,Dogecoin,Proof of Work (PoW),387
2020-07-15,Basic Attention Token,Advertising,384
2020-07-15,Insight Chain,Education,327
2020-07-15,Kyber Network,Exchange,308
2020-07-15,0x,Exchange,274
2020-07-15,DigiByte,Proof of Work (PoW),273
2020-07-15,Paxos Standard,Stablecoin,245
2020-07-15,Qtum,Proof of Stake (PoS),222
2020-07-15,ICON,Identity,220
2020-07-15,Augur,Prediction,214
2020-07-15,Zilliqa,Uncategorized,197
2020-07-15,Decred,Proof of Work (PoW),184
2020-07-15,BitBay,Marketplace,178
2020-07-15,Bitcoin Gold,Proof of Work (PoW),165
2020-07-15,Bitcoin Diamond,Proof of Work (PoW),162
2020-07-15,Lisk,Uncategorized,152
2020-07-15,Enjin Coin,Gaming,151
2020-07-15,Siacoin,Storage,143
2020-07-15,Nano,Proof of Stake (PoS),139
2020-07-15,Loopring,Exchange,138
2020-07-15,TrueUSD,Stablecoin,137
2020-07-15,Waves,Proof of Stake (PoS),136
2020-07-15,Ravencoin,Computing,135
2020-07-15,Divi,Proof of Stake (PoS),128
2020-07-15,Holo,Uncategorized,115
2020-07-15,Bytom,Uncategorized,114
2020-07-15,Nexo,Financial Service,113
2020-07-15,MonaCoin,Proof of Work (PoW),111
2020-07-15,Bancor,Exchange,105
2020-07-15,Verge,Privacy,102
2020-07-15,iExec RLC,Computing,95
2020-07-15,Cryptonex,Proof of Work (PoW),92
2020-07-15,Aurora,Business Service,92
2020-07-15,Mixin,Social,91
2020-07-15,Status,Social,90
2020-07-15,IOST,Uncategorized,90
2020-07-15,Quant,Software,89
2020-07-15,Advanced Internet Blocks,Proof of Work (PoW),89
2020-07-15,Komodo,Proof of Work (PoW),79
2020-07-15,Steem,Social,76
2020-07-15,WAX,Marketplace,71
2020-07-15,Horizen,Privacy,71
2020-07-15,Centrality,Marketplace,70
2020-07-15,BitShares,Exchange,65
2020-07-15,MCO,Financial Service,65
2020-07-15,KuCoin Shares,Exchange,64
2020-07-15,Electroneum,Uncategorized,59
2020-07-15,HyperCash,Uncategorized,59
2020-07-15,Energi,Proof of Work (PoW),58
2020-07-15,Digitex Futures,Exchange,58
2020-07-15,Zcoin,Privacy,57
2020-07-15,Golem,Computing,57
2020-07-15,Stratis,Proof of Stake (PoS),56
2020-07-15,Decentraland,Virtual Reality,56
2020-07-15,Ardor,Uncategorized,53
2020-07-15,aelf,Computing,53
2020-07-15,TomoChain,Social,51
2020-07-15,Aion,Uncategorized,50
2020-07-15,Pundi X,Financial Service,50
2020-07-15,Aeternity,Uncategorized,47
2020-07-15,Nimiq,Proof of Work (PoW),47
2020-07-15,Nuls,Uncategorized,45
2020-07-15,Aragon,Uncategorized,44
2020-07-15,WaykiChain,Proof of Stake (PoS),44
2020-07-15,MaidSafeCoin,Uncategorized,41
2020-07-15,Bytecoin,Privacy,40
2020-07-15,Power Ledger,Energy,40
2020-07-15,CyberVein,Uncategorized,40
2020-07-15,Vitae,Social,39
2020-07-15,Ark,Uncategorized,39
2020-07-15,Elastos,Uncategorized,36
2020-07-15,CasinoCoin,Gambling,35
2020-07-15,Redd,Social,35
2020-07-15,Storj,Storage,35
2020-07-15,GXChain,Storage,34
2020-07-15,IoTeX,IoT,31
2020-07-15,Gnosis,Prediction,30
2020-07-15,Dragonchain,Uncategorized,29
2020-07-15,Waltonchain,IoT,29
2020-07-15,Cortex,AI,28
2020-07-15,Wanchain,Financial Service,28
2020-07-15,Fusion,Uncategorized,28
2020-07-15,Nectar,Exchange,27
2020-07-15,PRIZM,Proof of Stake (PoS),27
2020-07-15,Project Pai,Identity,26
2020-07-15,PLATINCOIN,Business Service,25
2020-07-15,Nebulas,Uncategorized,25
2020-07-15,Haven Protocol,Proof of Work (PoW),25
2020-07-15,PIVX,Privacy,25
2020-07-15,RChain,Uncategorized,24
2020-07-15,FunFair,Gaming,24
2020-07-15,DeviantCoin,Computing,23
2020-07-15,CRYPTO20,Uncategorized,22
2020-07-15,Polymath,Investing Tool,22
2020-07-15,Metal,Financial Service,21
2020-07-15,Hellenic Coin,Uncategorized,21
2020-07-15,Loom Network,Social,20
2020-07-15,Civic,Identity,19
2020-07-15,Syscoin,Marketplace,19
2020-07-15,WhiteCoin,Uncategorized,19
2020-07-15,Enigma,Marketplace,19
2020-07-15,Stakenet,Proof of Stake (PoS),18
2020-07-15,Gas,Uncategorized,18
2020-07-15,Populous,Marketplace,18
2020-07-15,Dynamic Trading Rights,Exchange,18
2020-07-15,Ignis,Uncategorized,18
2020-07-15,Aidos Kuneen,Proof of Work (PoW),17
2020-07-15,Vertcoin,Proof of Work (PoW),17
2020-07-15,Dent,Uncategorized,17
2020-07-15,Everipedia,Education,17
2020-07-15,SingularityNET,Marketplace,16
2020-07-15,Quantstamp,Uncategorized,15
2020-07-15,QuarkChain,Computing,15
2020-07-15,Cindicator,Investing Tool,15
2020-07-15,Loki,Communication,14
2020-07-15,Bluzelle,Storage,14
2020-07-15,Groestlcoin,Proof of Work (PoW),14
2020-07-15,Apollo Currency,Marketplace,14
2020-07-15,Factom,Proof of Stake (PoS),14
2020-07-15,Raiden Network Token,Uncategorized,14
2020-07-15,Cred,Financial Service,13
2020-07-15,QASH,Uncategorized,13
2020-07-15,Nexus,Proof of Stake (PoS),13
2020-07-15,HYCON,Computing,13
2020-07-15,Capricoin+,Uncategorized,13
2020-07-15,SaluS,Proof of Stake (PoS),13
2020-07-15,Hifi Finance,Communication,13
2020-07-15,Unobtanium,Proof of Work (PoW),12
2020-07-15,Kin,Uncategorized,12
2020-07-15,GoChain,Software,12
2020-07-15,Spectre.ai Dividend Token,Investing Tool,11
2020-07-15,PeepCoin,Proof of Stake (PoS),11
2020-07-15,Einsteinium,Proof of Work (PoW),11
2020-07-15,Nxt,Proof of Stake (PoS),11
2020-07-15,Bread,Financial Service,11
2020-07-15,LBRY Credits,Proof of Work (PoW),11
2020-07-15,Telcoin,Uncategorized,11
2020-07-15,MicroBitcoin,Financial Service,11
2020-07-15,CyberMiles,Marketplace,10
2020-07-15,Skycoin,Uncategorized,10
2020-07-15,Neblio,Proof of Stake (PoS),9
2020-07-15,Moeda Loyalty Points,Financial Service,9
2020-07-15,Time New Bank,Uncategorized,9
2020-07-15,Electra,Proof of Work (PoW),9
2020-07-15,Metaverse ETP,Identity,9
2020-07-15,Blocknet,Proof of Stake (PoS),9
2020-07-15,Burst,Uncategorized,9
2020-07-15,Bezant,Marketplace,9
2020-07-15,Bibox Token,Financial Service,9
2020-07-15,NavCoin,Proof of Stake (PoS),9
2020-07-15,Dero,Proof of Work (PoW),9
2020-07-15,TenX,Financial Service,9
2020-07-15,Santiment Network Token,Investing Tool,8
2020-07-15,Propy,Real Estate,8
2020-07-15,DigixDAO,Uncategorized,8
2020-07-15,Veritaseum,Uncategorized,8
2020-07-15,Gifto,Uncategorized,8
2020-07-15,OST,Computing,8
2020-07-15,Po.et,Uncategorized,7
2020-07-15,Achain,Proof of Stake (PoS),7
2020-07-15,Polis,Proof of Work (PoW),7
2020-07-15,GameCredits,Gaming,7
2020-07-15,ODEM,Education,7
2020-07-15,Pillar,Uncategorized,7
2020-07-15,ALQO,Proof of Work (PoW),7
2020-07-15,Peercoin,Proof of Work (PoW),7
2020-07-15,Quark,Proof of Work (PoW),7
2020-07-15,Endor Protocol,Prediction,7
2020-07-15,SALT,Financial Service,6
2020-07-15,Clams,Proof of Stake (PoS),6
2020-07-15,Particl,Marketplace,6
2020-07-15,Mithril,Gaming,6
2020-07-15,Aeon,Privacy,6
2020-07-15,MOAC,Uncategorized,6
2020-07-15,Steem Dollars,Social,6
2020-07-15,Namecoin,Proof of Work (PoW),6
2020-07-15,Credits,Financial Service,6
2020-07-15,Ruff,IoT,6
2020-07-15,Wagerr,Gambling,6
2020-07-15,BnkToTheFuture,Investing Tool,6
2020-07-15,Asch,Proof of Work (PoW),5
2020-07-15,Lightning Bitcoin,Proof of Work (PoW),5
2020-07-15,SIRIN LABS Token,Uncategorized,5
2020-07-15,Tokenomy,Crowdfunding,5
2020-07-15,SmartMesh,Uncategorized,5
2020-07-15,Ubiq,Proof of Work (PoW),5
2020-07-15,Revain,Uncategorized,5
2020-07-15,Genesis Vision,Uncategorized,5
2020-07-15,Monero Classic,Proof of Work (PoW),5
2020-07-15,Viacoin,Proof of Work (PoW),5
2020-07-15,Matrix AI Network,AI,5
2020-07-15,XTRABYTES,Uncategorized,4
2020-07-15,bitCNY,Stablecoin,4
2020-07-15,High Performance Blockchain,Software,4
2020-07-15,SmartCash,Proof of Stake (PoS),4
2020-07-15,POA,Uncategorized,4
2020-07-15,Gulden,Proof of Work (PoW),4
2020-07-15,FLO,Proof of Work (PoW),4
2020-07-15,ProximaX,Business Service,4
2020-07-15,Lykke,Exchange,4
2020-07-15,BitTube,Entertainment,4
2020-07-15,Phore,Privacy,4
2020-07-15,SONM,Computing,4
2020-07-15,ColossusXT,Proof of Stake (PoS),4
2020-07-15,Ondori,Proof of Stake (PoS),3
2020-07-15,Dentacoin,Healthcare,3
2020-07-15,PumaPay,Business Service,3
2020-07-15,Bitcore,Uncategorized,3
2020-07-15,Flash,Proof of Stake (PoS),3
2020-07-15,Nasdacoin,Proof of Stake (PoS),3
2020-07-15,Odyssey,Abandoned,3
2020-07-15,Credo,Uncategorized,3
2020-07-15,VINchain,Proof of Stake (PoS),3
2020-07-15,BOX Token,Uncategorized,3
2020-07-15,Red Pulse Phoenix,Uncategorized,3
2020-07-15,Global Cryptocurrency,Uncategorized,3
2020-07-15,DigitalNote,Privacy,3
2020-07-15,NIX,Privacy,3
2020-07-15,HTMLCOIN,Proof of Work (PoW),3
2020-07-15,Emercoin,Proof of Work (PoW),3
2020-07-15,OKCash,Proof of Stake (PoS),3
2020-07-15,MintCoin,Proof of Work (PoW),3
2020-07-15,Feathercoin,Proof of Work (PoW),2
2020-07-15,Counterparty,Proof of Work (PoW),2
2020-07-15,Vipstar Coin,Charity,2
2020-07-15,Litecoin Cash,Proof of Work (PoW),2
2020-07-15,Nucleus Vision,Uncategorized,2
2020-07-15,MIR COIN,Business Service,2
2020-07-15,ECC,Proof of Work (PoW),2
2020-07-15,Alias,Privacy,2
2020-07-15,Bitcoin Atom,Proof of Work (PoW),2
2020-07-15,BlackCoin,Proof of Stake (PoS),2
2020-07-15,Scry.info,Uncategorized,2
2020-07-15,Peerplays,Gambling,2
2020-07-15,Ixcoin,Proof of Work (PoW),2
2020-07-15,TokenPay,Proof of Stake (PoS),2
2020-07-15,GridCoin,Proof of Work (PoW),2
2020-07-15,Myriad,Proof of Work (PoW),2
2020-07-15,Credit Tag Chain,Financial Service,2
2020-07-15,Wowbit,Storage,2
2020-07-15,Radium,Identity,2
2020-07-15,Cryptaur,Uncategorized,2
2020-07-15,ChatCoin,Social,2
2020-07-15,PotCoin,Cannabis,2
2020-07-15,Zipper,Privacy,2
2020-07-15,Teloscoin,Storage,2
2020-07-15,Mooncoin,Proof of Work (PoW),2
2020-07-15,Infinitecoin,Proof of Work (PoW),2
2020-07-15,THEKEY,Identity,2
2020-07-15,Stealth,Proof of Work (PoW),2
2020-07-15,Callisto Network,Proof of Work (PoW),2
2020-07-15,Boolberry,Proof of Work (PoW),1
2020-07-15,Crown,Proof of Work (PoW),1
2020-07-15,Sumokoin,Proof of Work (PoW),1
2020-07-15,Terracoin,Proof of Work (PoW),1
2020-07-15,ZClassic,Privacy,1
2020-07-15,Curecoin,Proof of Work (PoW),1
2020-07-15,Bean Cash,Proof of Work (PoW),1
2020-07-15,VeriCoin,Proof of Work (PoW),1
2020-07-15,Turtlecoin,Proof of Work (PoW),1
2020-07-15,e-Gulden,Proof of Work (PoW),1
2020-07-15,NuBits,Stablecoin,1
2020-07-15,I/O Coin,Proof of Stake (PoS),1
2020-07-15,Smartlands Network,Uncategorized,1
2020-07-15,Pandacoin,Proof of Work (PoW),1
2020-07-15,X-Cash,Proof of Work (PoW),1
2020-07-15,NewYorkCoin,Proof of Work (PoW),1
2020-07-15,GoldMint,Uncategorized,1
2020-07-15,Ambrosus,Uncategorized,1
2020-07-15,Rubycoin,Proof of Stake (PoS),1
2020-07-15,Substratum,Computing,1
2020-07-15,BitNewChain,Software,1
2020-07-15,Denarius,Proof of Work (PoW),1
2020-07-15,42-coin,Proof of Work (PoW),1
2020-07-15,DeepOnion,Proof of Work (PoW),1
2020-07-15,Nexty,Financial Service,1
2020-07-15,Dinastycoin,Proof of Work (PoW),1
2020-07-15,ATC Coin,Uncategorized,1
2020-07-15,Rise,Uncategorized,1
2020-07-15,Dynamic,Uncategorized,1
2020-07-15,SnowGem,Proof of Work (PoW),1
2020-07-15,MonetaryUnit,Proof of Work (PoW),1
2020-07-15,PetroDollar,Proof of Work (PoW),1
2020-07-15,NoLimitCoin,Gaming,1
2020-07-15,Auroracoin,Proof of Work (PoW),1
2020-07-15,BOScoin,Proof of Stake (PoS),1
2020-07-15,Zero,Privacy,1
2020-07-15,Diamond,Proof of Work (PoW),1
2020-07-15,Pigeoncoin,Uncategorized,1
2020-07-15,ToaCoin,Proof of Work (PoW),1
2020-07-15,Primecoin,Proof of Work (PoW),1
2020-07-15,Omni,Uncategorized,1
2020-07-15,CloakCoin,Proof of Stake (PoS),1
2020-07-15,Pirl,Proof of Work (PoW),1
2020-07-15,SolarCoin,Energy,1
2020-07-15,Semux,Proof of Stake (PoS),1
2020-07-15,Espers,Proof of Stake (PoS),1
2020-07-15,EUNO,Proof of Work (PoW),1
2020-07-15,Beetle Coin,Proof of Work (PoW),1
